velocity,x_velocity,y_velocity,avg_pressure,avg_x,avg_y,forgery
10339.001635496223,7440.289965661961,5650.515070583747,673.2186046511628,90.70232558139534,68.88372093023256,0
9431.674252976869,6040.03859141341,5767.004341534009,334.728813559322,70.74011299435028,67.54237288135593,0
10072.105014486968,6532.526475037822,6095.814422592032,389.46198830409355,75.75438596491227,70.69005847953217,0
10594.78069483506,7126.783530370974,6339.176518548716,697.3818181818182,79.46363636363637,70.68181818181819,0
9197.520337556014,6445.8491361146225,5187.947745469869,705.0140186915888,71.4766355140187,57.52803738317757,0
16092.85378303944,11366.187989556136,8840.078328981723,616.8173913043478,151.41739130434783,117.76521739130435,1
16477.418986637513,11509.147935180345,9612.127548353372,680.7333333333333,183.475,153.23333333333332,1
17236.37503820651,11967.248908296944,9695.414847161572,627.0483870967741,176.80645161290323,143.24193548387098,1
17383.12052869463,12373.737373737375,9423.68125701459,672.2083333333334,183.75,139.94166666666666,1
16540.07703415208,11807.11825487945,8615.384615384615,641.6194690265487,182.01769911504425,132.81415929203538,1
15377.885682615166,10777.397260273972,8728.310502283104,684.0267857142857,168.58928571428572,136.53571428571428,1
15864.876815470068,11108.70634530251,8898.67191342843,685.1923076923077,173.72307692307692,139.16153846153847,1
13814.377623218761,9336.346336822075,7789.248334919124,562.7246376811594,142.21014492753622,118.64492753623189,1
15743.724349834974,11021.030494216615,8523.133543638276,615.5736434108527,162.49612403100775,125.66666666666667,1
14720.232400330297,10244.686109738013,8203.65793376174,607.4761904761905,164.484126984127,131.71428571428572,1
14528.16276771921,10846.836847946726,7199.2230854606,459.84615384615387,150.35384615384615,99.79230769230769,1
13692.479901682618,10196.56283566058,6933.404940923738,433.1653543307087,149.49606299212599,101.65354330708661,1
14021.908988946076,10494.171312721743,7066.396350734922,484.65185185185186,153.37037037037038,103.27407407407408,1
13522.11523088075,10068.13524590164,6889.3442622950815,443.25581395348837,152.34883720930233,104.24806201550388,1
14113.494469232264,10271.367521367521,7196.047008547009,406.9758064516129,155.06451612903226,108.63709677419355,1
13538.886158411375,9927.482921702574,7009.984235417762,399.7121212121212,143.12121212121212,101.06060606060606,1
13071.903305628548,9798.184730379071,6552.055525894287,365.7049180327869,150.4262295081967,100.59016393442623,1
16965.774631198183,12609.131961866533,8642.74962368289,418.3521126760563,176.9718309859155,121.30281690140845,1
15988.030534109457,11838.969404186795,8087.493290391841,451.5348837209302,170.97674418604652,116.7984496124031,1
15084.713053609468,11455.538221528861,7432.13728549142,457.816,176.232,114.336,1
13143.13061049445,9538.266599087683,6940.192600101368,348.3333333333333,149.35714285714286,108.67460317460318,0
13200.160718350013,9255.30953456846,7382.286488929056,334.6589147286822,158.7751937984496,126.64341085271317,0
13787.924573589224,9711.50097465887,7400.584795321637,368.2352941176471,146.52941176470588,111.66176470588235,0
13275.980025236317,9839.752734189253,6488.349976224441,396.6,153.28148148148148,101.07407407407408,0
13513.881523319793,8776.48839556004,8306.256306760848,531.7361111111111,120.79861111111111,114.32638888888889,0
15436.022833079183,9356.34625597451,10001.062134891132,520.0,120.67123287671232,128.986301369863,0
14402.803649526611,9805.720453318942,8199.676200755532,554.9083969465648,138.70229007633588,115.98473282442748,0
16103.557226743089,10842.050209205021,9253.661087866109,591.8013698630137,141.986301369863,121.18493150684931,0
12974.6968866989,9576.226248342908,6726.469288555016,579.2035398230089,191.7787610619469,134.7079646017699,0
13934.318014262548,10510.167193854497,7029.371893357434,556.3275862068965,200.50862068965517,134.10344827586206,0
12252.969560878979,8167.845911949686,7365.959119496855,489.0731707317073,168.9349593495935,152.34959349593495,0
12262.983624869514,8908.891809023215,6501.533070521244,520.3015873015873,161.4206349206349,117.8015873015873,0
14335.851190708972,9818.976279650436,8180.399500624219,585.9916666666667,131.08333333333334,109.20833333333333,0
14946.341550085675,10365.079365079366,8044.034818228367,561.8412698412699,160.65873015873015,124.68253968253968,0
16110.681676906346,10529.380341880342,9666.666666666666,603.3333333333334,164.25833333333333,150.8,0
9926.444549927763,7237.947658402204,5326.790633608815,624.98125,131.36875,96.68125,0
10173.913885894632,7436.9779802581625,5335.231586940015,608.5732484076433,124.77070063694268,89.50955414012739,0
11383.159574287707,8534.064212999217,5681.284259984338,620.1290322580645,140.61935483870968,93.61290322580645,0
11237.741000910082,8266.22099882029,5692.4891860007865,593.1870967741935,135.61935483870968,93.39354838709677,0
10428.546115200037,7887.573964497042,5172.641837800209,606.6878612716763,130.98843930635837,85.90173410404624,0
13151.567811845407,5885.529157667386,11053.995680345572,563.5220125786163,68.55345911949685,128.75471698113208,1
12179.669154427353,5472.044728434505,10250.399361022364,589.1412429378531,77.41242937853107,145.01129943502823,1
14314.348329798373,6430.441105186622,12069.316529326225,689.952380952381,78.96428571428571,148.20833333333334,1
14055.318162503003,6097.455592894863,12091.214594335093,702.6127167630058,73.41618497109826,145.58381502890174,1
13934.763019533428,5934.21675343114,12124.940842404165,733.4554455445544,62.07425742574257,126.83168316831683,1
15120.88608651093,7303.692147685907,12416.536661466458,719.7932960893854,78.46368715083798,133.39106145251398,1
14128.453186291435,6893.388006150692,11674.013326499231,646.5863874345549,70.41361256544502,119.24607329842932,1
14705.374257217594,6549.107142857143,12502.79017857143,647.2651933701658,64.83977900552486,123.78453038674033,1
13589.320427123337,6383.733624454148,11375.545851528384,628.4971098265896,67.60115606936417,120.46242774566474,1
14257.154018932933,6757.981462409886,11874.356333676622,705.1656804733727,77.65680473372781,136.44970414201183,1
11395.492044050286,6660.5800214822775,8534.371643394199,424.5508982035928,74.26347305389221,95.1556886227545,1
13748.208181411695,7201.426024955436,10924.688057040998,445.67,80.8,122.575,1
13574.825801786705,7826.254826254826,10289.092664092665,522.0054945054945,89.0989010989011,117.13736263736264,1
13502.518065977194,7791.7652626597255,10326.076668244203,473.2209944751381,90.96132596685082,120.54696132596685,1
12175.218607813247,6831.911690918214,9430.005017561465,476.42857142857144,74.81318681318682,103.26373626373626,1
13017.602499505567,7862.736273627363,9640.864086408641,502.05820105820106,92.43915343915344,113.34391534391534,1
12734.998369533678,7287.812041116006,9847.772883015174,482.3588235294118,87.58235294117647,118.34705882352941,1
12278.116191826372,7207.003089598352,9333.161688980432,474.0892857142857,83.30952380952381,107.88690476190476,1
12677.125085730422,6987.773815588385,9930.208863983698,501.5740740740741,84.67283950617283,120.32716049382717,1
12413.144192706663,7177.233429394812,9468.780019212296,452.01657458563534,82.55801104972376,108.9171270718232,1
10528.533033177557,4921.326076199901,8708.06531420089,304.8563535911602,54.950276243093924,97.23204419889503,0
12788.832370499204,5730.828615542975,10783.324755532682,297.3257142857143,63.628571428571426,119.72571428571429,0
12778.498077343691,5505.42888165038,10875.13572204126,298.76969696969695,61.46060606060606,121.4060606060606,0
13936.222732667025,6506.147540983607,11649.590163934427,319.70285714285717,72.57142857142857,129.94285714285715,0
14385.370557008262,4576.72170761176,13209.826822392268,701.4037558685446,53.352112676056336,153.9906103286385,0
12463.095475705877,4715.113687026304,11008.470798038341,639.3475935828877,56.55614973262032,132.0427807486631,0
13453.959297564157,4658.193372673627,12152.519291874716,676.8494623655914,55.17204301075269,143.93548387096774,0
13295.692345531243,4109.482363719651,12217.132386623913,584.748743718593,45.08040201005025,134.02010050251258,0
11511.206211637216,5190.898107128473,9601.288763592429,591.5254237288135,72.81920903954803,134.68926553672316,0
11018.398865753465,4484.919702311006,9473.952213082648,611.5945945945946,61.891891891891895,130.74054054054054,0
11567.89917920898,4739.014647137151,9897.026187305815,529.8376623376623,69.33116883116882,144.7922077922078,0
8080.960991871397,2971.4285714285716,7222.222222222223,542.2327586206897,44.37931034482759,107.86637931034483,0
10083.480354232994,4956.206679269061,8193.131695022053,504.8478260869565,85.4945652173913,141.33152173913044,0
10064.053547283636,4279.348494161032,8630.60848186847,496.05027932960894,77.79329608938548,156.89385474860336,0
9996.849733296316,4201.074928865001,8561.80840973759,547.2272727272727,75.5,153.8693181818182,0
10544.34241431471,4784.880147510756,8904.118008604793,525.039408866995,76.69950738916256,142.72906403940885,0
11071.996616745977,3963.7819290888297,9785.74151734655,624.8342541436464,57.44198895027624,141.8121546961326,0
15668.189889773557,5736.004390779363,13880.351262349068,623.4931506849315,71.58219178082192,173.21917808219177,0
16625.952145533196,5043.410041841004,15258.36820083682,661.0240963855422,58.09036144578313,175.74698795180723,0
17386.66362498286,6591.743119266055,15227.82874617737,671.6981132075472,81.33962264150944,187.9056603773585,0
16413.19848222582,8779.22077922078,12221.27872127872,478.2291666666667,91.54166666666667,127.43229166666667,1
14164.403751100623,7219.98031496063,10851.377952755905,402.18817204301075,78.8763440860215,118.54838709677419,1
13719.23422311025,7356.767097082736,10391.67862266858,483.9825581395349,89.43604651162791,126.3313953488372,1
15328.019530144273,7768.795056642636,11835.736354273944,492.9142857142857,86.21142857142857,131.34285714285716,1
16386.082103650348,8258.235919234856,12629.649309245484,511.8313953488372,90.36046511627907,138.1918604651163,1
16875.746496869695,8500.757193336698,12861.686017163049,466.00558659217876,94.07821229050279,142.34078212290504,1
16755.68026335171,8169.7453819271095,13286.570144782825,473.83522727272725,92.97727272727273,151.21022727272728,1
18993.135620450208,9767.642822851656,14724.91598655785,530.4054054054054,109.97837837837838,165.7945945945946,1
18233.44714793005,8337.473002159828,14762.419006479482,528.2183908045977,88.74137931034483,157.1264367816092,1
15890.913448200798,8070.545121392579,12359.138799816767,535.9005235602094,92.24083769633508,141.2565445026178,1
15077.124469625243,7517.80415430267,11744.80712166172,492.1675675675676,82.16756756756757,128.36756756756756,1
16077.142502708386,7957.302280446385,12540.514313440077,511.9315789473684,86.3157894736842,136.03157894736842,1
16325.93173125388,7930.677703052251,12910.50181065701,479.8524590163934,83.77049180327869,136.37158469945356,1
15520.687578516972,7588.855421686747,12158.132530120482,417.3263157894737,79.56315789473685,127.46842105263158,1
18478.447859355503,8868.449781659388,14673.034934497817,428.72514619883043,95.01169590643275,157.19883040935673,1
15818.887393543931,8374.068554396423,12195.727769498262,460.62295081967216,92.11475409836065,134.15300546448088,1
17510.902635128943,9037.7969762419,13555.075593952484,549.2441860465116,97.31395348837209,145.95348837209303,1
14022.072306757946,7434.949591934709,10528.564570331253,544.7283236994219,89.52023121387283,126.76878612716763,1
17720.186321054385,9357.142857142857,13527.389903329753,564.7349397590361,104.9578313253012,151.73493975903614,1
16854.09519853344,8949.511400651465,12737.785016286645,528.9171597633136,97.54437869822485,138.8343195266272,1
8197.275981050268,4564.503311258278,6026.490066225166,591.7873303167421,77.96832579185521,102.94117647058823,0
10345.866385020294,5713.947190250507,7502.369668246445,747.4137931034483,83.14778325123153,109.17241379310344,0
13055.514583112596,7847.802397384671,8967.308390846349,763.848167539267,113.1151832460733,129.25130890052355,0
14939.439875118678,8821.656050955415,10644.904458598727,769.8770949720671,123.79888268156425,149.3854748603352,0
12279.198881657963,5735.773975328293,9822.522881018704,661.1171171171171,64.92792792792793,111.1891891891892,0
11719.31217006363,5673.387096774193,9276.433691756272,679.0050251256281,63.63316582914573,104.04522613065326,0
11203.42797309397,5249.424758398527,9028.531983433042,675.1485148514852,56.47029702970297,97.12376237623762,0
13376.499707907158,6367.336152219873,10755.285412262156,704.6342857142857,68.84,116.28,0
12040.79270414055,6361.003026372676,9093.385214007782,520.0274725274726,80.84065934065934,115.56593406593407,0
12275.403252882048,6426.748790145182,9282.446106467223,548.6685393258427,82.06741573033707,118.53370786516854,0
11963.130086506,5915.361828184511,9421.921286500212,632.4814814814815,73.95767195767196,117.7989417989418,0
14743.643684051385,7653.2549728752265,11060.12658227848,596.5280898876405,95.1067415730337,137.4438202247191,0
10468.551924550082,5564.734895191122,7897.348951911221,600.2648401826484,82.42922374429224,116.98173515981735,0
9762.976748740748,4403.790555734018,7976.228718278188,641.125,63.467592592592595,114.95370370370371,0
8749.975337769705,3795.0197388399633,7288.794412389918,506.848167539267,65.42931937172774,125.66492146596859,0
11193.4237988789,5092.233009708738,9070.388349514564,601.9010989010989,80.6923076923077,143.73076923076923,0
11829.9578912966,5194.148936170212,9689.209726443769,594.7835051546392,70.46907216494846,131.4536082474227,0
12503.90803639395,6598.0823012385135,9335.197762684778,724.7248908296943,72.117903930131,102.0349344978166,0
12549.536714062384,6510.8243130724395,9518.734388009992,743.1205357142857,69.81696428571429,102.07142857142857,0
13310.4727459188,7051.558752997602,9996.402877697841,719.7914893617021,75.07659574468084,106.42978723404255,0
11041.575011390569,5648.961854176726,8359.729599227427,476.0204081632653,59.68877551020408,88.33163265306122,1
12880.344334602345,6149.357072205737,10215.13353115727,504.5736842105263,65.4421052631579,108.71052631578948,1
10711.52082447046,4930.6883365200765,8576.481835564053,470.0199004975124,51.318407960199,89.2636815920398,1
10657.716745520616,5083.692013390722,8352.46293639407,502.3061224489796,54.234693877551024,89.10714285714286,1
10575.852980573016,5438.223938223939,8015.444015444015,495.6751269035533,57.19796954314721,84.30456852791878,1
12008.672366996745,5871.555347968239,9400.747314339094,511.29556650246303,61.926108374384235,99.14778325123153,1
11150.19252677169,5408.106863196684,8701.059419622294,499.28426395939084,59.598984771573605,95.88832487309645,1
12308.958411739597,5635.19115614924,9682.174113311838,492.0576923076923,58.81730769230769,101.0576923076923,1
12936.603849728643,6466.137319009808,9999.065857076133,530.4532019704434,68.19704433497537,105.45812807881774,1
12622.9484667353,6161.493477282951,9763.832658569501,512.8990384615385,65.85096153846153,104.35096153846153,1
12028.073559977845,6331.802525832377,8911.595866819747,441.25748502994014,66.04790419161677,92.95808383233533,1
12568.027083106117,5853.671706263499,9862.31101511879,488.8100558659218,60.564245810055866,102.0391061452514,1
13105.82479406412,5858.585858585859,10404.601571268238,453.60919540229884,60.0,106.55747126436782,1
12242.450727141328,6149.833518312986,9213.096559378468,442.0235294117647,65.18823529411765,97.65882352941176,1
11952.670253839253,5900.111607142857,9117.1875,323.58641975308643,65.26543209876543,100.85185185185185,1
12198.006813652853,5872.200983069361,9493.173129437466,396.4074074074074,66.37037037037037,107.29629629629629,1
13518.142327059402,6146.658781785925,10832.64340626848,495.31176470588235,61.141176470588235,107.75294117647059,1
11891.922356006602,5632.027257240205,9306.64395229983,344.1301775147929,58.68639053254438,96.97633136094674,1
12231.939492656451,5927.053417576106,9520.390580126365,379.45508982035926,61.790419161676645,99.25149700598803,1
12945.168765521215,6059.84892504358,10190.586868099941,364.39506172839504,64.37654320987654,108.25925925925925,1
10005.527941141972,4478.281853281854,8258.204633204634,492.67052023121386,53.63583815028902,98.90751445086705,0
11970.667286425049,5553.041018387553,9611.504007543612,594.8972972972973,63.66486486486487,110.19459459459459,0
11037.945733635015,4819.905213270142,8744.075829383886,583.6446700507614,56.786802030456855,103.02030456852792,0
10952.646123171922,4590.398761130468,8931.087882307394,631.2425742574258,58.698019801980195,114.20297029702971,0
10723.06500056415,5415.086388537716,8239.780868099453,669.7709251101321,56.607929515418505,86.13656387665198,0
11176.333408211558,5719.562243502052,8403.556771545827,632.4925373134329,62.40298507462686,91.68656716417911,0
11036.959612348424,5805.081033727552,8206.745510293473,706.4629629629629,61.35648148148148,86.74074074074075,0
11722.273909123604,6140.88274632189,8930.896121266162,616.258064516129,63.474654377880185,92.31336405529954,0
9352.632094824721,4431.979127841968,7343.27245620574,565.8762376237623,58.866336633663366,97.53465346534654,0
9946.819673131804,4574.635241301908,7964.085297418631,572.3775510204082,62.38775510204081,108.61224489795919,0
9726.000936749364,4611.261087543386,7701.889703046664,590.335,59.785,99.855,0
11140.933925979425,5132.346896835183,8935.059597205096,588.1736842105263,65.72105263157894,114.41578947368421,0
14361.362939247332,6683.583635422061,11940.963231486277,563.0058139534884,75.03488372093024,134.0581395348837,0
9305.808720365074,5053.903345724907,7102.230483271375,460.9516129032258,58.473118279569896,82.17204301075269,0
10236.544322984557,5433.3986287952985,8116.062683643487,474.75151515151515,67.24242424242425,100.44242424242424,0
11136.630758390207,5595.982142857143,8803.57142857143,570.8926174496644,67.30201342281879,105.87919463087249,0
13186.788104744937,5549.699491447064,10673.139158576052,582.1117021276596,63.851063829787236,122.79787234042553,0
12150.269373052375,5058.394160583942,10057.93795620438,571.2896174863388,60.59016393442623,120.47540983606558,0
11785.252649951408,5489.543320529236,9291.506615450277,629.0452261306533,64.63316582914572,109.39698492462311,0
12856.736392640249,6150.254276467868,9923.254738788719,660.5054347826087,72.29891304347827,116.65217391304348,0
15611.7822940481,6463.460631777463,13157.944365865158,562.105527638191,68.8894472361809,140.24120603015075,1
14323.835231043126,6535.680304471932,11550.903901046622,537.9593908629441,69.73604060913705,123.248730964467,1
15008.002594484667,6555.555555555556,12343.647444913267,541.6331658291457,70.26633165829146,132.30653266331657,1
15007.735563202801,6246.530989824237,12488.436632747456,596.0917874396135,65.2415458937198,130.43478260869566,1
14867.074280602197,6388.181355068772,12316.352521650535,626.0765306122449,63.97959183673469,123.35204081632654,1
13950.987453815775,6594.515181194907,11104.309500489717,554.7461139896373,69.7720207253886,117.48704663212435,1
14960.070104748398,7035.1311232063335,12004.453240969817,542.9489795918367,72.54081632653062,123.78061224489795,1
13767.631245792332,6384.811416921509,11023.445463812437,571.5958549222798,64.90673575129534,112.06217616580311,1
14866.32148265694,7110.781404549951,11894.164193867458,524.8229166666666,74.88541666666667,125.26041666666667,1
15020.814792966972,6916.246215943492,12163.975782038346,503.427807486631,73.3048128342246,128.92513368983958,1
14266.482635568622,6764.433206911083,11248.209018120522,667.3855932203389,68.01694915254237,113.10169491525424,1
14614.689937240604,6987.007714169712,11472.594397076735,709.8860759493671,72.61181434599156,119.22784810126582,1
15379.655782816146,7456.521739130435,12109.500805152979,657.477366255144,76.22222222222223,123.78600823045268,1
14486.561941733862,6755.547054322877,11545.906656465188,722.0671936758894,69.79841897233202,119.29249011857708,1
15833.647095973862,7552.051671732523,12501.139817629179,723.878431372549,77.94901960784314,129.0313725490196,1
15720.033842466799,7535.822021116139,12501.508295625943,787.6472868217054,77.46124031007751,128.50387596899225,1
15476.01309958462,7113.853503184713,12396.09872611465,713.5702479338843,73.84297520661157,128.67355371900825,1
14493.41759677597,6878.466557911908,11504.078303425775,796.3278008298755,69.98340248962656,117.04564315352697,1
15295.947749385936,7686.015831134565,11797.587636637769,780.2895752895753,78.72972972972973,120.84555984555985,1
13657.907436961617,6890.362856028092,10379.243074522044,769.6693227091633,70.35856573705179,105.98406374501992,1
14046.910899837027,7012.617159336698,11026.315789473685,300.43290043290045,84.21212121212122,132.4112554112554,0
13809.996289945726,6444.708680142688,11328.973444312327,297.90497737556564,73.57466063348416,129.33484162895928,0
12578.081285285174,5660.761402186205,10585.375047116471,323.1535087719298,65.86842105263158,123.17105263157895,0
13527.67710987451,6281.56803618545,11053.901243874858,368.158371040724,75.40723981900453,132.69683257918552,0
12391.78696241954,6226.107226107226,9795.648795648796,473.8,80.13,126.07,0
12822.517225105285,5799.245024021963,10350.03431708991,570.4366812227074,73.79475982532752,131.70305676855895,0
12787.18456044377,5789.2253244199765,10305.151395988989,530.8363636363637,66.91818181818182,119.11818181818182,0
10498.96018381575,5044.027565084227,8336.906584992343,481.36813186813185,72.39010989010988,119.64835164835165,0
13146.567910036347,5585.111211983659,10817.975487970949,575.8578680203045,62.45685279187817,120.9746192893401,0
16269.20261991145,6969.979296066253,13621.635610766045,617.8843930635838,77.83815028901734,152.121387283237,0
15412.37716040812,6739.884393063584,12758.801891749868,568.5090909090909,77.73333333333333,147.15151515151516,0
13973.95655699319,6327.81124497992,11399.096385542169,527.0705882352942,74.1470588235294,133.5705882352941,0
7881.818237977088,3676.837020086448,6235.697940503433,857.0890207715133,42.910979228486646,72.77448071216617,0
7668.984753328636,3604.0053404539385,6126.034712950601,862.2373887240356,40.05044510385757,68.07715133531157,0
9088.535644167137,4021.6187714210387,7346.42762984445,723.1209439528023,44.99705014749262,82.1976401179941,0
8470.696926125742,3870.2983138780805,6809.079118028534,708.1183431952662,44.142011834319526,77.65976331360947,0
9552.138105762997,4472.348383649479,7491.851456051296,755.2530487804878,51.03658536585366,85.4939024390244,0
11456.455152704171,5167.307020607754,9386.657352427523,441.1030042918455,63.493562231759654,115.33905579399142,0
12063.77374959659,5198.968312453942,10072.218128224024,372.1872340425532,60.04255319148936,116.32340425531915,0
12787.688559545713,5493.243243243243,10599.474474474475,433.3938053097345,64.75221238938053,124.9424778761062,0
13310.654411639322,4665.950590762621,11342.105263157895,569.1337209302326,50.51162790697674,122.78488372093024,1
